district,apy_mean_yield,apy_median_yield,apy_std_yield,apy_cv_yield,apy_max_yield,apy_min_yield,apy_yield_range,apy_yield_trend_slope,apy_yield_cagr,apy_yield_mk_tau,apy_mean_area,apy_cv_area,apy_area_trend_slope,apy_area_cagr,apy_mean_production,apy_cv_production,apy_production_trend_slope,apy_production_cagr,apy_years_yield_observed,apy_fraction_yield_observed,apy_years_all_complete
Agra,3678.684210526316,3832.0,557.2671464518788,0.15148545364597893,4369.0,2411.0,1958.0,65.85617334423549,0.018078838252104212,0.5789473684210525,1.3235000000000001,0.04541876695150142,-0.0007293233082706781,-0.0013378571356508218,4.895,0.156861494728753,0.08290225563909774,0.01647665481987559,19,0.95,19
Aligarh,3613.684210526316,3601.0,526.4924872980492,0.14569410513636666,4300.0,2448.0,1852.0,61.388143908421924,0.015185245077730558,0.52046783625731,2.1625,0.06315367408094748,-0.010443609022556387,-0.008297259637520815,7.856999999999999,0.1515156059760113,0.09700751879699249,0.0069726414637751866,19,0.95,19
Allahabad,2570.4736842105262,2475.0,599.2115531096819,0.23311328055619393,3761.0,1364.0,2397.0,43.31414554374489,0.011261653977620245,0.3099415204678362,2.2034999999999996,0.05266318230942216,0.006759398496240599,0.004280048808224635,5.6745,0.21205472743919568,0.1105488721804511,0.015674220166851383,19,0.95,19
Ambedkar Nagar,3406.7894736842104,3357.0,428.60919507782745,0.12581029687587822,4111.0,2297.0,1814.0,41.320032706459536,0.012668873851543028,0.5555555555555555,1.175,0.02684208424023046,0.00019548872180451748,-0.0019648408929635597,4.0329999999999995,0.1294374844630909,0.050947368421052616,0.010699339333974933,19,0.95,19
Amethi,2989.785714285714,3003.0,565.9216007909207,0.18928500396762524,3878.0,1820.0,2058.0,48.00466321243524,0.00486422780239848,0.2527472527472528,1.1960000000000004,0.13302312588310403,0.01564285714285714,0.010090730070827059,3.6326666666666667,0.2652529864618552,0.09932142857142856,0.014736256826232141,14,0.7,14
Amroha,3353.5263157894738,3211.0,510.1905274199099,0.1521355371561481,4114.0,2109.0,2005.0,61.17653311529027,0.013160482123675044,0.6374269005847952,0.9040000000000001,0.06553187054042255,-0.0032932330827067664,-0.0073464715394340185,3.0469999999999997,0.15062268069042775,0.04446616541353384,0.005346931632784324,19,0.95,19
Auraiya,3550.4736842105262,3751.0,536.7699039854614,0.15118261723007703,4170.0,2265.0,1905.0,46.25192150449714,0.009742244799874733,0.48538011695906425,1.0014999999999996,0.04979619163968137,0.0018571428571428589,-0.0002994467476967744,3.5785000000000005,0.1626139549483235,0.05277443609022555,0.009346880811905933,19,0.95,19
Azamgarh,3025.684210526316,2943.0,484.211507118254,0.1600337224333222,3692.0,2118.0,1574.0,67.43614063777598,0.02121778300582311,0.7076023391812866,2.323,0.026941317037104777,0.0031578947368420996,0.0009948039037919187,7.080999999999999,0.16354413127465142,0.16636090225563907,0.022143213966484554,19,0.95,19
Baghpat,4156.578947368421,4263.0,456.58591935624344,0.10984656496066636,4737.0,3270.0,1467.0,52.16238757154539,0.00956584547761996,0.5087719298245613,0.544,0.06005625890947104,-0.0031428571428571434,-0.011840996552292982,2.2670000000000003,0.11749512489418064,0.016285714285714282,-0.002593795815361344,19,0.95,19
Bahraich,3051.1052631578946,3067.0,433.09697332594413,0.14194756849447032,3793.0,2376.0,1417.0,52.36026165167621,0.015808098237073187,0.5672514619883041,1.6489999999999998,0.07406058562531921,0.015127819548872178,0.011327081916707948,5.047,0.1755539275227766,0.12926315789473686,0.027203774733709496,19,0.95,19
Ballia,3121.2105263157896,3246.0,581.0241512428596,0.18615346396665147,3940.0,2108.0,1832.0,74.88135731807034,0.024256467311862595,0.543859649122807,1.3929999999999998,0.03616476822596442,-0.0024812030075187963,-0.004420887301676446,4.388000000000001,0.17961099296414787,0.10010526315789478,0.019624692259731846,19,0.95,19
Balrampur,2934.5789473684213,2882.0,446.71993659829644,0.152226245948807,3646.0,2102.0,1544.0,37.81062959934587,0.01844307118900068,0.3099415204678362,0.8835,0.08352036588284446,0.009225563909774439,0.013291538157233385,2.6325000000000003,0.18960885931903673,0.0646390977443609,0.03189790095816902,19,0.95,19
Banda,2130.9473684210525,2085.0,717.4098064630541,0.33666237706970037,3278.0,910.0,2368.0,95.24276369582994,0.04049480199427924,0.6257309941520467,1.5010000000000001,0.2447275626690168,0.02875187969924812,0.018522949510308973,3.4159999999999995,0.4738548676346215,0.21488721804511277,0.05987400767953499,19,0.95,19
Barabanki,3487.5789473684213,3547.0,543.069293285803,0.15571526881006667,4331.0,2370.0,1961.0,69.50163532297628,0.018821788842465992,0.6959064327485379,1.621,0.06366840650476538,-0.0038496240601503784,-0.009543763256749882,5.691000000000001,0.16117138784092433,0.0993533834586466,0.0091891776176789,19,0.95,19
Bareilly,3278.2631578947367,3151.0,612.8841509258829,0.18695392084370374,4075.0,1858.0,2217.0,80.85282093213411,0.022502955290116367,0.7192982456140351,1.984,0.06639384686949881,-0.0036541353383458645,-0.0057384184617625955,6.470999999999999,0.1793867133663161,0.13655639097744363,0.016609690825240886,19,0.95,19
Basti,3022.2105263157896,3149.0,545.7946886011838,0.18059452968239512,3944.0,2122.0,1822.0,69.521586263287,0.021403916603975892,0.5789473684210525,1.1804999999999999,0.08623320982154488,0.013812030075187972,0.01082946197104162,3.6034999999999995,0.23205633413467075,0.1204887218045113,0.0322739893821129,19,0.95,19
Bijnor,3284.9473684210525,3202.0,377.9049665493827,0.11504140680677848,3807.0,2703.0,1104.0,54.41373671300082,0.013331662345080542,0.6608187134502924,1.2605000000000004,0.18235786338636711,0.020714285714285713,0.0005074889269145455,4.212,0.27700785594200544,0.13631578947368422,0.013817425440512787,19,0.95,19
Budaun,3449.157894736842,3469.0,572.8368260157216,0.16608019797812906,4376.0,2105.0,2271.0,69.08078495502862,0.021831626685455907,0.6842105263157894,2.534,0.13336272087841627,-0.048406015037593994,-0.01815879271206411,8.717499999999998,0.14563232055288766,0.0074511278195489045,0.003502161079977917,19,0.95,19
Bulandshahr,4000.2105263157896,4030.0,449.7968157274977,0.11244328586419736,4541.0,2731.0,1810.0,40.78699918233852,0.008493634982198905,0.48538011695906425,1.9225,0.03942924410679934,-0.0016165413533834583,-0.002624146154466489,7.7315,0.1213988378415449,0.0741729323308271,0.005857708086588476,19,0.95,19
Chandauli,2750.7368421052633,2625.0,709.5138274516073,0.2579359161484107,3748.0,1469.0,2279.0,91.85764513491415,0.03325449883101306,0.5982430416161187,1.0064999999999997,0.06748352616068778,0.008639097744360901,0.009417170943219588,2.8335,0.2991744112211177,0.11869924812030076,0.043124501559876904,19,0.95,19
Chitrakoot,2236.157894736842,2405.0,771.9476279844878,0.3452115925272499,3308.0,1117.0,2191.0,100.98773507767784,0.04264624122186089,0.5555555555555555,0.5429999999999999,0.15304649450994015,0.007518796992481203,0.010783622842369889,1.2414999999999998,0.4219046364800238,0.07296992481203006,0.05391439368654338,19,0.95,19
Deoria,2986.684210526316,3083.0,496.04290278514094,0.16608481775102962,3685.0,1877.0,1808.0,62.22551103843009,0.02337158081220747,0.7076023391812866,1.5240000000000002,0.05958610724851678,0.008601503759398495,0.006092024175249566,4.600499999999999,0.1944380748791185,0.12115037593984962,0.02993893728805208,19,0.95,19
Etah,3400.5789473684213,3509.0,572.191043833504,0.16826283191463642,4139.0,1980.0,2159.0,64.75085854456256,0.016617916792562415,0.6257309941520467,1.5025,0.25063270362174683,-0.04730075187969925,-0.03789918608869558,5.0680000000000005,0.20814549826367415,-0.05129323308270676,-0.022184757244236852,19,0.95,19
Etawah,3577.684210526316,3754.0,639.5056296018024,0.1787484842066942,4371.0,1706.0,2665.0,60.28511856091579,0.014834867270484109,0.52046783625731,0.9495000000000001,0.04260626958978787,0.002789473684210527,0.0009341648557963378,3.4255000000000004,0.18886713442870465,0.06821804511278197,0.015754964700778196,19,0.95,19
Faizabad,3002.9473684210525,2959.0,469.9492258253025,0.15649599149398394,3888.0,2060.0,1828.0,47.839084219133284,0.011557857412969996,0.4692102287185245,1.033,0.1152329122851982,0.010180451127819552,0.012835816521893362,3.1590000000000003,0.22165788525406271,0.08248120300751882,0.0249982470122041,19,0.95,19
Farrukhabad,3670.315789473684,3614.0,547.4531996873826,0.14915697479150325,4617.0,2340.0,2277.0,59.69607522485692,0.016048788973636263,0.5906432748538012,0.7364999999999999,0.042998660332505094,0.00038345864661654475,-0.004373405491392868,2.7265,0.1550755807672127,0.04581203007518797,0.011837533237921916,19,0.95,19
Fatehpur,3142.8947368421054,3284.0,588.9822573008499,0.18740120386362133,3988.0,1960.0,2028.0,67.9937857726901,0.023241856448847242,0.5906432748538012,1.702,0.07819321750350157,0.01724812030075188,0.013488045975291962,5.4595,0.23422423815761811,0.17342105263157892,0.03729793007457394,19,0.95,19
Firozabad,3502.7368421052633,3610.0,505.3982854151613,0.14428668444055873,4234.0,1924.0,2310.0,42.4545380212592,0.01407538651691076,0.5087719298245613,0.9850000000000001,0.055067184592008656,-0.0021804511278195487,-0.007506361779081927,3.4745000000000004,0.15031141016315974,0.036263157894736844,0.006454439187428829,19,0.95,19
Gautam Buddha Nagar,3650.315789473684,3849.0,537.9050982625486,0.14735851068384023,4178.0,2146.0,2032.0,52.152003270645956,0.018645097888243756,0.543859649122807,0.49000000000000005,0.17742072085891275,-0.011278195488721807,-0.024200782144471522,1.786,0.1593988501314827,-0.013037593984962405,-0.006540442894839682,19,0.95,19
Ghaziabad,3976.684210526316,4032.0,333.9336348956479,0.08397288223483344,4377.0,3255.0,1122.0,17.76892886345054,0.0041134357203025385,0.25146198830409355,0.44849999999999995,0.5420773547187776,-0.034323308270676686,-0.0635428474126215,1.7700000000000002,0.522610522971238,-0.12527819548872182,-0.059036818668919855,19,0.95,19
Ghazipur,2901.4210526315787,2811.0,600.6476426685407,0.20701843399245876,3882.0,1766.0,2116.0,82.57138184791498,0.027167649944162875,0.6725146198830408,1.7625,0.049561065270139704,0.009015037593984965,0.005263294022475273,5.182,0.2310196776744422,0.17389473684210527,0.03241124474427726,19,0.95,19
Gonda,3001.0,2981.0,300.7632882443527,0.10022102240731512,3688.0,2491.0,1197.0,42.78495502861816,0.017342638567348523,0.7076023391812866,1.5390000000000001,0.04247262500025752,-0.0053383458646616535,-0.0075882413693094675,4.6335,0.082489139730532,0.05000751879699248,0.009899739457293055,19,0.95,19
Gorakhpur,3165.0,3114.0,718.2030817719085,0.22692040498322544,4236.0,1742.0,2494.0,88.26999182338513,0.02929490694748882,0.6140350877192983,1.8775,0.044958569949758,-0.0025639097744360913,-0.00581972549688603,5.984,0.21975135281306743,0.1557894736842105,0.023383837577147126,19,0.95,19
Hamirpur,2698.157894736842,2848.0,569.759819100986,0.21116622574697616,3329.0,1518.0,1811.0,64.59721995094031,0.023444346954603734,0.7076023391812866,1.069,0.19397743255156893,0.030000000000000006,0.02950946949294475,2.991,0.35100690238049226,0.15148872180451126,0.05367157491163255,19,0.95,19
Hapur,4191.75,4229.5,454.82066895545864,0.10850376786675223,4759.0,3064.0,1695.0,-0.6259788116075568,-0.010302136237417936,-0.0763381020690574,0.42,0.06520506636966263,-0.003516483516483517,-0.012364665382762152,1.7684615384615383,0.11381709392597793,-0.014340659340659345,-0.02372264676178404,12,0.6,12
Hardoi,3347.3684210526317,3553.0,452.0925680195147,0.13505910050897452,3913.0,2205.0,1708.0,51.96050695012265,0.015206946901747953,0.6725146198830408,3.177,0.03785560159708432,-0.00553383458646616,-0.0009193920773461484,10.6595,0.13025722784258117,0.14289473684210527,0.014298993105747337,19,0.95,19
Hathras,3492.1052631578946,3586.0,552.7863656801525,0.15829602031534135,4144.0,2337.0,1807.0,69.74611610793131,0.016036754112327634,0.5321637426900584,0.804,0.058672506276011595,-0.003593984962406014,-0.009749462248192287,2.8175,0.1517303938717271,0.04477443609022557,0.006400889105979024,19,0.95,19
Jalaun,3095.2631578947367,3212.0,728.9246906768645,0.23549683936168045,3792.0,1330.0,2462.0,60.77465249386755,0.014127812974529697,0.5087719298245613,1.4554999999999998,0.12031828571528976,0.019842105263157897,0.02025152816600362,4.595000000000001,0.28809842829037774,0.1512330827067669,0.03454536006362119,19,0.95,19
Jaunpur,3160.9473684210525,3113.0,616.718779211059,0.19510567792817146,4068.0,1936.0,2132.0,84.57293540474245,0.02562514482763234,0.6842105263157894,2.0454999999999997,0.05278441092333962,0.009857142857142856,0.00394123670064217,6.532500000000001,0.21203341737694884,0.2007293233082707,0.029441638737946585,19,0.95,19
Jhansi,2642.4210526315787,2722.0,667.2067242358227,0.2524982623686538,3434.0,1184.0,2250.0,68.98552739165987,0.026899606588494773,0.543859649122807,1.4835000000000003,0.16102798765656093,0.02466917293233083,0.022939091798800604,4.0375,0.34468519047939256,0.16883458646616542,0.050460837974290795,19,0.95,19
Kannauj,3731.684210526316,3830.0,693.5066331999988,0.18584279753462493,4600.0,1409.0,3191.0,51.283810302534754,0.013343142482517667,0.5555555555555555,0.7339999999999999,0.07558416533423498,-0.0031278195488721795,-0.011045504422370067,2.761,0.1964228400770597,0.02676691729323309,0.0019251196488510036,19,0.95,19
Kanpur Dehat,3717.157894736842,3794.0,675.4764790014606,0.18171853284948533,4588.0,1667.0,2921.0,53.214309076042525,0.016355616505883797,0.4619883040935673,1.2239999999999998,0.08812852667160347,0.013157894736842103,0.018332316215073474,4.605,0.22362997362365514,0.11730827067669172,0.03461688821561548,19,0.95,19
Kanpur Nagar,3353.9473684210525,3480.0,725.3281612625198,0.21626104455061398,4225.0,1510.0,2715.0,64.29901880621422,0.0176462356913607,0.5087719298245613,1.0210000000000001,0.04515237663685523,0.005248120300751882,0.008333274536863167,3.468,0.23482921744498747,0.08559398496240603,0.02634564679183149,19,0.95,19
Kasganj,3588.8,3713.0,503.7557798321382,0.14036886419754185,4264.0,2326.0,1938.0,62.35200000000001,0.01388300202342485,0.5238095238095238,0.961875,0.022846383360699385,0.0016617647058823543,0.002601065786506096,3.473125,0.14096660651700954,0.06783823529411764,0.01679134436668739,15,0.75,15
Kaushambi,2842.1052631578946,2889.0,697.7430197697623,0.24550217362269416,4367.0,1530.0,2837.0,91.89983646770239,0.034086803107208574,0.6725146198830408,0.7325,0.0661243241857789,0.007090225563909778,0.009833006445830517,2.1145000000000005,0.2949207010385077,0.08785714285714286,0.04466590991420283,19,0.95,19
Kushinagar,3025.157894736842,3017.0,605.8025222021057,0.2002548439723026,3839.0,1664.0,2175.0,69.50801308258382,0.02576337915485527,0.5906432748538012,1.161,0.03317122225304512,0.0015639097744360917,-0.002466495553892445,3.5545,0.20710442942773555,0.08800751879699249,0.023024242507969417,19,0.95,19
Lakhimpur Kheri,3564.4210526315787,3482.0,495.12538432081067,0.13890765905875913,4251.0,2681.0,1570.0,67.9306623058054,0.01800208155318095,0.6217035530520449,1.9120000000000001,0.05308268904916366,-0.006827067669172928,-0.00771339581580599,6.8740000000000006,0.14593086842428088,0.1110526315789474,0.010337372272354095,19,0.95,19
Lalitpur,2619.157894736842,2605.0,707.8769716677778,0.2702689185292134,3650.0,1579.0,2071.0,103.01512673753066,0.039118565814934225,0.6725146198830408,1.4905000000000002,0.23970301953435594,0.04898496240601504,0.03598214223378782,4.127,0.42979890595294845,0.27284210526315794,0.07638594849929103,19,0.95,19
Lucknow,2920.2105263157896,2842.0,496.2589578197801,0.16993944558027219,3605.0,1822.0,1783.0,58.12780049059689,0.01754143981189471,0.5906432748538012,0.7929999999999999,0.1336495712868272,-0.008285714285714283,-0.02359802728445648,2.307,0.19237643291958342,0.019007518796992477,-0.006902996794639349,19,0.95,19
Maharajganj,3214.7368421052633,3310.0,610.2594022312937,0.18983183762924985,4130.0,1417.0,2713.0,75.92747342600165,0.03240327013099309,0.7309941520467835,1.4765,0.037630697462690314,-0.002082706766917292,-0.003591913376524314,4.8035,0.1909655693535531,0.10686466165413534,0.028443539181106647,19,0.95,19
Mahoba,2044.2631578947369,1842.0,976.9370980606948,0.4778920435404135,3940.0,570.0,3370.0,131.11659852820932,0.059044380289275056,0.5789473684210525,0.6465000000000001,0.29796562802498117,0.01657894736842105,0.009969089907878148,1.47,0.6168502448765588,0.12461654135338344,0.06946066773176085,19,0.95,19
Mainpuri,3636.4210526315787,3712.0,536.5006281232187,0.14753534322846576,4441.0,2331.0,2110.0,56.09411283728538,0.013515328047670305,0.5321637426900584,1.469,0.0974013642207484,0.009323308270676695,0.013633453236047588,5.406499999999999,0.1945661565263507,0.11465413533834588,0.027365380300871545,19,0.95,19
Mathura,3528.7894736842104,3583.0,459.2667560540108,0.13014852812245448,4174.0,2100.0,2074.0,20.98708094848733,0.01191514488072798,0.21637426900584794,1.9094999999999995,0.054144351026166146,0.0006992481203007499,-0.006361914336217023,6.6705,0.14237738618008994,0.031781954887218036,0.0054281990975397765,19,0.95,19
Mau,3049.842105263158,3053.0,550.2671334258071,0.18042479395120256,3849.0,2087.0,1762.0,68.61251022076861,0.019866513979652334,0.5789473684210525,0.932,0.03710320711891061,0.0013082706766917285,0.0,2.866,0.1939704615775323,0.0680902255639098,0.020213987427513347,19,0.95,19
Meerut,4051.9473684210525,4130.0,372.5705710457506,0.09194852182666245,4664.0,3223.0,1441.0,37.40695012264923,0.006651355942023596,0.4269005847953216,0.776,0.06401109843300942,-0.004766917293233084,-0.009803518850778348,3.159,0.10007688269448245,0.011939849624060153,-0.003503786343719062,19,0.95,19
Mirzapur,2559.4736842105262,2547.0,639.0602795790649,0.24968425482217216,3502.0,1591.0,1911.0,93.06214227309896,0.034172650354562295,0.6959064327485379,0.9984999999999999,0.13051016239626193,0.013977443609022555,0.01426928720654419,2.5945,0.347046459889114,0.12703007518796994,0.04771819856627979,19,0.95,19
Moradabad,3381.157894736842,3225.0,657.2342101698175,0.1943814014698567,4331.0,1611.0,2720.0,77.0909239574816,0.018096934605525083,0.6374269005847952,1.4775,0.2652566363378703,-0.05570676691729324,-0.03126277793158794,4.922,0.22702654829772567,-0.07604511278195487,-0.013668380827251858,19,0.95,19
Muzaffarnagar,3732.2105263157896,3710.0,445.54991975552196,0.11937963215471172,4395.0,2809.0,1586.0,56.22469337694196,0.011937865391280056,0.6023391812865496,0.9680000000000002,0.25564350814260434,-0.034887218045112786,-0.03286342247780005,3.5690000000000004,0.20813639503334855,-0.0736390977443609,-0.021326039753090664,19,0.95,19
Pilibhit,3839.842105263158,3829.0,490.86706314868036,0.12783522074406742,4509.0,2565.0,1944.0,57.11929681112021,0.015390228377771598,0.6568943202059343,1.4609999999999999,0.05551281413344355,-0.009804511278195498,-0.006499671404095908,5.627000000000001,0.1109274456440914,0.04778947368421054,0.008843724508218687,19,0.95,19
Pratapgarh,2796.1052631578946,2816.0,552.1652223280075,0.19747655054459481,3420.0,1385.0,2035.0,60.87375306623058,0.021002040691269874,0.5747825301801925,1.4994999999999998,0.044419906179218864,0.004879699248120305,0.003159230761751619,4.2495,0.20880641278076256,0.1083233082706767,0.0240424375665933,19,0.95,19
Rae Bareli,2842.4210526315787,2871.0,603.5406012108394,0.21233328561652318,3899.0,1614.0,2285.0,70.01708912510222,0.022539917953535715,0.5672514619883041,1.5799999999999996,0.14645762230423418,-0.01406015037593985,-0.0016799016962090185,4.458,0.1875188316278977,0.07827067669172934,0.020859359510006392,19,0.95,19
Rampur,3615.7894736842104,3472.0,608.2985906925944,0.16823396249140166,4298.0,1790.0,2508.0,66.09304987735078,0.017186248951686522,0.6725146198830408,1.4324999999999999,0.05496106319389905,0.004669172932330828,0.002907033380605162,5.2235,0.18556080408302217,0.1124436090225564,0.019971472662286827,19,0.95,19
Saharanpur,3461.4736842105262,3465.0,622.7257616872822,0.1799019199619627,4322.0,2055.0,2267.0,83.57923139820117,0.021467242487971827,0.7192982456140351,1.1500000000000001,0.06148754619013452,-0.0007067669172932258,0.0028294630197978066,3.9944999999999995,0.17539424863394507,0.09435338345864662,0.023996728244513266,19,0.95,19
Sambhal,3580.9166666666665,3742.0,616.3013516621605,0.1721071471444911,4114.0,1977.0,2137.0,105.32980193459238,0.014586848810309139,0.5151515151515151,1.3684615384615384,0.06514497489501803,-0.010219780219780216,-0.013171744767850657,4.9423076923076925,0.17115355869557836,0.10890109890109892,0.0007682749641340081,12,0.6,12
Sant Kabir Nagar,3130.0526315789475,2984.0,617.6961203342817,0.1973436849279708,4140.0,2117.0,2023.0,90.6107931316435,0.028336625398459825,0.6959064327485379,0.9245000000000001,0.0441785707974181,0.0041428571428571434,0.0054539419393855315,2.9410000000000003,0.22716743465293232,0.09957894736842104,0.03368488777416734,19,0.95,19
Sant Ravi Das Nagar,2838.842105263158,2796.0,637.7014507987866,0.22463434990501957,3806.0,1543.0,2263.0,61.55625511038432,0.017732822636748802,0.391812865497076,0.47750000000000004,0.06891594973135144,0.0032857142857142863,0.011808571213587804,1.3584999999999998,0.23868427078307805,0.03654887218045113,0.029084229636081593,19,0.95,19
Shahjahanpur,3828.7368421052633,3662.0,598.3928328916885,0.15628988294809448,4469.0,1985.0,2484.0,61.10809484873264,0.013797766352261265,0.6140350877192983,2.5155000000000003,0.04425778994270208,-0.005466165413533844,-0.004501507452630227,9.6785,0.1538745573224993,0.1337518796992481,0.009179531044516187,19,0.95,19
Shamli,4247.583333333333,4330.0,530.2411901172613,0.12483361679007939,4888.0,3030.0,1858.0,91.8189774297559,0.01568322958714452,0.5454545454545454,0.5046153846153847,0.04620352813686711,0.0035714285714285735,0.007303148645426694,2.168461538461538,0.14350101318407343,0.0615934065934066,0.02262327854162205,12,0.6,12
Shravasti,2983.157894736842,2954.0,448.54397321381185,0.1503587771888219,3780.0,2271.0,1509.0,69.45208503679477,0.023236412476417945,0.7777777777777777,0.706,0.16584626301217834,0.016571428571428574,0.024782745270328865,2.1584999999999996,0.29979199685940605,0.10101503759398497,0.04847799464527669,19,0.95,19
Siddharth Nagar,3351.7368421052633,3531.0,693.1700803077972,0.20680921950674663,4375.0,2245.0,2130.0,91.4925592804579,0.020835402723870855,0.5789473684210525,1.621,0.06249355314580056,0.009142857142857145,0.01133059186122276,5.4985,0.22100787622061768,0.18330075187969924,0.03253310349125038,19,0.95,19
Sitapur,3104.1052631578946,3160.0,543.4337222940032,0.1750693601611798,3791.0,1785.0,2006.0,64.77162714636141,0.02081079364563121,0.6608187134502924,2.083,0.055988262568527555,-0.0023609022556391026,-0.0023005005432032988,6.4845,0.17457026858493746,0.12340601503759402,0.018538896756737477,19,0.95,19
Sonbhadra,2130.0526315789475,2139.0,577.1675544977492,0.2709639874343909,3019.0,1016.0,2003.0,89.7004088307441,0.051673932475732265,0.8093876445394548,0.5795000000000001,0.199164321917558,0.011285714285714288,0.008930558935406063,1.2710000000000001,0.3957105826229827,0.07834586466165414,0.06192114006933558,19,0.95,19
Sultanpur,3279.5789473684213,3168.0,645.8206076844726,0.1969218055271052,4194.0,2290.0,1904.0,87.6937857726901,0.024633512906076405,0.5982430416161187,1.2325,0.21831240233982263,-0.029751879699248116,-0.01931545915904953,4.006500000000001,0.19142318837049221,0.01978195488721806,0.004856263853111553,19,0.95,19
Unnao,2989.7894736842104,2984.0,460.4956965593789,0.15402278341422032,3874.0,2007.0,1867.0,43.99525756336877,0.011014670165093277,0.5321637426900584,2.364,0.041614336522152566,0.0044661654135338385,-0.00037828782014215356,7.113000000000001,0.16855226012606703,0.11748872180451127,0.010598989833284778,19,0.95,19
Varanasi,2884.7894736842104,2823.0,523.9632704416692,0.1816296389117461,3672.0,1851.0,1821.0,47.829435813573184,0.017526524793542775,0.43859649122807015,0.6945,0.04190795220731654,-0.0025789473684210517,-0.005880430842616136,2.0145,0.17670084433582534,0.026518796992481202,0.01142966770735665,19,0.95,19
