district,year,area,production,yield,season_used
Farrukhabad,2014,0.76,2.64,3483.0,Total
Farrukhabad,2015,0.77,1.8,2340.0,Total
Farrukhabad,2016,0.73,2.31,3171.0,Total
Farrukhabad,2017,0.77,3.01,3921.0,Total
Farrukhabad,2018,0.75,3.38,4498.0,Total
Farrukhabad,2019,0.76,3.24,4282.0,Total
Farrukhabad,2020,0.76,3.21,,Total
Farrukhabad,2021,0.76,3.12,4080.0,Total
Farrukhabad,2022,0.78,3.03,3877.0,Total
Farrukhabad,2023,0.75,3.11,4141.0,Total
Farrukhabad,2024,0.66,2.56,3883.0,Total
Farrukhabad,2025,0.68,3.15,4617.0,Total
Fatehpur,2006,1.5,3.24,2159.0,Total
Fatehpur,2007,1.47,3.64,2472.0,Total
Fatehpur,2008,1.52,3.91,2575.0,Total
Fatehpur,2009,1.57,4.55,2900.0,Total
Fatehpur,2010,1.62,4.43,2739.0,Total
Fatehpur,2011,1.64,5.35,3273.0,Total
Fatehpur,2012,1.69,5.54,3275.0,Total
Fatehpur,2013,1.71,5.61,3284.0,Total
Fatehpur,2014,1.74,5.96,3416.0,Total
Fatehpur,2015,1.74,3.41,1960.0,Total
Fatehpur,2016,1.85,4.61,2485.0,Total
Fatehpur,2017,1.76,6.14,3495.0,Total
Fatehpur,2018,1.7,5.91,3476.0,Total
Fatehpur,2019,1.72,6.88,3988.0,Total
Fatehpur,2020,1.79,7.11,,Total
Fatehpur,2021,1.73,6.58,3796.0,Total
Fatehpur,2022,1.79,6.56,3660.0,Total
Fatehpur,2023,1.72,6.46,3759.0,Total
Fatehpur,2024,2.07,7.55,3644.0,Total
Fatehpur,2025,1.71,5.75,3359.0,Total
Firozabad,2006,1.0,3.1,3102.0,Total
Firozabad,2007,1.05,3.09,2935.0,Total
Firozabad,2008,0.95,3.12,3284.0,Total
Firozabad,2009,0.88,3.04,3455.0,Total
Firozabad,2010,1.06,3.56,3364.0,Total
Firozabad,2011,1.02,3.71,3645.0,Total
Firozabad,2012,1.04,3.77,3611.0,Total
Firozabad,2013,0.99,3.69,3707.0,Total
Firozabad,2014,0.97,3.49,3610.0,Total
Firozabad,2015,0.98,1.88,1924.0,Total
Firozabad,2016,0.98,3.23,3287.0,Total
Firozabad,2017,1.02,3.85,3795.0,Total
Firozabad,2018,0.96,3.26,3395.0,Total
Firozabad,2019,0.93,3.5,3768.0,Total
Firozabad,2020,1.02,4.13,,Total
Firozabad,2021,1.01,4.16,4138.0,Total
Firozabad,2022,1.04,3.68,3534.0,Total
Firozabad,2023,1.01,4.28,4234.0,Total
Firozabad,2024,0.86,3.44,3998.0,Total
Firozabad,2025,0.93,3.51,3766.0,Total
Gautam Buddha Nagar,2006,0.66,1.96,2954.0,Total
Gautam Buddha Nagar,2007,0.63,1.81,2879.0,Total
Gautam Buddha Nagar,2008,0.64,2.04,3170.0,Total
Gautam Buddha Nagar,2009,0.56,1.95,3477.0,Total
Gautam Buddha Nagar,2010,0.51,1.84,3579.0,Total
Gautam Buddha Nagar,2011,0.56,2.1,3731.0,Total
Gautam Buddha Nagar,2012,0.55,2.05,3752.0,Total
Gautam Buddha Nagar,2013,0.46,1.79,3888.0,Total
Gautam Buddha Nagar,2014,0.46,1.93,4178.0,Total
Gautam Buddha Nagar,2015,0.4,0.86,2146.0,Total
Gautam Buddha Nagar,2016,0.44,1.52,3423.0,Total
Gautam Buddha Nagar,2017,0.44,1.8,4081.0,Total
Gautam Buddha Nagar,2018,0.41,1.61,3902.0,Total
Gautam Buddha Nagar,2019,0.45,1.86,4138.0,Total
Gautam Buddha Nagar,2020,0.45,1.89,,Total
Gautam Buddha Nagar,2021,0.44,1.78,4017.0,Total
Gautam Buddha Nagar,2022,0.46,1.77,3849.0,Total
Gautam Buddha Nagar,2023,0.45,1.81,4058.0,Total
Gautam Buddha Nagar,2024,0.32,1.34,4172.0,Total
Gautam Buddha Nagar,2025,0.51,2.01,3962.0,Total
Ghaziabad,2006,0.91,3.19,3523.0,Total
Ghaziabad,2007,0.72,2.88,4014.0,Total
Ghaziabad,2008,0.71,2.55,3591.0,Total
Ghaziabad,2009,0.76,3.04,4026.0,Total
Ghaziabad,2010,0.76,2.68,3521.0,Total
Ghaziabad,2011,0.76,3.18,4161.0,Total
Ghaziabad,2012,0.75,3.3,4366.0,Total
Ghaziabad,2013,0.28,1.24,4377.0,Total
Ghaziabad,2014,0.28,1.16,4109.0,Total
Ghaziabad,2015,0.27,0.87,3255.0,Total
Ghaziabad,2016,0.27,0.98,3610.0,Total
Ghaziabad,2017,0.28,1.17,4164.0,Total
Ghaziabad,2018,0.28,1.12,4032.0,Total
Ghaziabad,2019,0.29,1.22,4253.0,Total
Ghaziabad,2020,0.29,1.21,,Total
Ghaziabad,2021,0.28,1.2,4266.0,Total
Ghaziabad,2022,0.3,1.25,4199.0,Total
Ghaziabad,2023,0.28,1.13,3975.0,Total
Ghaziabad,2024,0.23,1.01,4342.0,Total
Ghaziabad,2025,0.27,1.02,3773.0,Total
Ghazipur,2006,1.67,3.67,2198.0,Total
Ghazipur,2007,1.66,4.04,2427.0,Total
Ghazipur,2008,1.68,4.06,2421.0,Total
Ghazipur,2009,1.74,4.62,2660.0,Total
Ghazipur,2010,1.7,3.95,2327.0,Total
Ghazipur,2011,1.71,4.62,2699.0,Total
Ghazipur,2012,1.73,4.86,2811.0,Total
Ghazipur,2013,1.75,5.02,2873.0,Total
Ghazipur,2014,1.74,4.57,2626.0,Total
Ghazipur,2015,1.75,3.09,1766.0,Total
Ghazipur,2016,1.93,4.61,2386.0,Total
Ghazipur,2017,1.8,5.78,3209.0,Total
Ghazipur,2018,1.66,4.94,2973.0,Total
Ghazipur,2019,1.7,5.61,3296.0,Total
Ghazipur,2020,1.85,6.36,,Total
Ghazipur,2021,1.83,6.38,3483.0,Total
Ghazipur,2022,1.81,7.01,3882.0,Total
Ghazipur,2023,1.88,6.76,3597.0,Total
Ghazipur,2024,1.95,7.19,3687.0,Total
Ghazipur,2025,1.71,6.5,3806.0,Total
Gonda,2006,1.63,4.06,2491.0,Total
Gonda,2007,1.57,4.29,2736.0,Total
Gonda,2008,1.5,4.17,2778.0,Total
Gonda,2009,1.47,4.29,2913.0,Total
Gonda,2010,1.59,4.33,2720.0,Total
Gonda,2011,1.6,4.69,2931.0,Total
Gonda,2012,1.61,4.84,3005.0,Total
Gonda,2013,1.56,4.54,2914.0,Total
Gonda,2014,1.53,4.57,2981.0,Total
Gonda,2015,1.55,4.02,2593.0,Total
Gonda,2016,1.58,4.37,2766.0,Total
Gonda,2017,1.56,4.83,3096.0,Total
Gonda,2018,1.54,4.64,3004.0,Total
Gonda,2019,1.47,4.63,3150.0,Total
Gonda,2020,1.55,5.1,,Total
Gonda,2021,1.55,5.19,3355.0,Total
Gonda,2022,1.6,5.25,3275.0,Total
Gonda,2023,1.53,4.89,3188.0,Total
Gonda,2024,1.37,4.72,3435.0,Total
Gonda,2025,1.42,5.25,3688.0,Total
Gorakhpur,2006,1.87,4.11,2192.0,Total
Gorakhpur,2007,1.84,4.65,2525.0,Total
Gorakhpur,2008,1.87,5.13,2749.0,Total
Gorakhpur,2009,1.88,5.12,2721.0,Total
Gorakhpur,2010,1.89,5.01,2650.0,Total
Gorakhpur,2011,1.9,5.57,2927.0,Total
Gorakhpur,2012,1.89,5.79,3061.0,Total
Gorakhpur,2013,1.9,5.92,3114.0,Total
Gorakhpur,2014,1.91,6.19,3247.0,Total
Gorakhpur,2015,1.9,3.31,1742.0,Total
Gorakhpur,2016,1.91,4.25,2228.0,Total
Gorakhpur,2017,1.91,6.98,3645.0,Total
Gorakhpur,2018,1.92,8.14,4236.0,Total
Gorakhpur,2019,1.82,7.3,4018.0,Total
Gorakhpur,2020,1.9,7.04,,Total
Gorakhpur,2021,1.91,7.14,3743.0,Total
Gorakhpur,2022,2.02,7.33,3630.0,Total
Gorakhpur,2023,1.97,7.42,3775.0,Total
Gorakhpur,2024,1.61,6.35,3930.0,Total
Gorakhpur,2025,1.73,6.93,4002.0,Total
Hamirpur,2006,0.75,1.75,2332.0,Total
Hamirpur,2007,0.82,1.68,2044.0,Total
Hamirpur,2008,0.64,1.18,1856.0,Total
Hamirpur,2009,0.99,2.44,2472.0,Total
Hamirpur,2010,0.89,2.25,2523.0,Total
Hamirpur,2011,0.95,2.55,2672.0,Total
Hamirpur,2012,0.91,2.66,2906.0,Total
Hamirpur,2013,1.13,3.23,2848.0,Total
Hamirpur,2014,1.11,2.99,2683.0,Total
Hamirpur,2015,1.13,1.72,1518.0,Total
Hamirpur,2016,0.97,1.71,1752.0,Total
Hamirpur,2017,1.35,4.1,3036.0,Total
Hamirpur,2018,1.13,3.54,3130.0,Total
Hamirpur,2019,1.13,3.64,3210.0,Total
Hamirpur,2020,1.11,3.65,,Total
Hamirpur,2021,1.1,3.54,3211.0,Total
Hamirpur,2022,1.18,3.78,3214.0,Total
Hamirpur,2023,1.44,4.62,3217.0,Total
Hamirpur,2024,1.29,4.28,3329.0,Total
Hamirpur,2025,1.36,4.51,3312.0,Total
Hapur,2013,0.44,2.08,4759.0,Total
Hapur,2014,0.42,1.97,4650.0,Total
Hapur,2015,0.45,1.37,3064.0,Total
Hapur,2016,0.42,1.61,3840.0,Total
Hapur,2017,0.42,1.87,4423.0,Total
Hapur,2018,0.43,1.77,4154.0,Total
Hapur,2019,0.42,1.78,4217.0,Total
Hapur,2020,0.42,1.89,,Total
Hapur,2021,0.43,1.82,4181.0,Total
Hapur,2022,0.45,1.98,4375.0,Total
Hapur,2023,0.41,1.74,4242.0,Total
Hapur,2024,0.34,1.55,4556.0,Total
Hapur,2025,0.41,1.56,3840.0,Total
Hardoi,2006,3.01,8.01,2664.0,Total
Hardoi,2007,3.08,9.23,3000.0,Total
Hardoi,2008,3.1,9.24,2985.0,Total
Hardoi,2009,3.26,10.09,3097.0,Total
Hardoi,2010,3.31,10.2,3085.0,Total
Hardoi,2011,3.42,11.4,3336.0,Total
Hardoi,2012,3.28,11.76,3586.0,Total
Hardoi,2013,3.28,10.42,3178.0,Total
Hardoi,2014,3.18,11.31,3553.0,Total
Hardoi,2015,3.26,7.19,2205.0,Total
Hardoi,2016,3.27,9.8,3001.0,Total
Hardoi,2017,3.14,11.43,3636.0,Total
Hardoi,2018,3.14,11.55,3674.0,Total
Hardoi,2019,3.12,11.59,3718.0,Total
Hardoi,2020,3.15,11.26,,Total
Hardoi,2021,3.2,12.0,3745.0,Total
Hardoi,2022,3.29,12.48,3792.0,Total
Hardoi,2023,3.06,11.97,3913.0,Total
Hardoi,2024,2.92,10.89,3733.0,Total
Hardoi,2025,3.07,11.37,3699.0,Total
Hathras,2006,0.82,2.55,3127.0,Total
Hathras,2007,0.85,2.38,2790.0,Total
Hathras,2008,0.83,2.54,3075.0,Total
Hathras,2009,0.78,2.27,2911.0,Total
Hathras,2010,0.86,2.38,2779.0,Total
Hathras,2011,0.8,2.43,3031.0,Total
Hathras,2012,0.87,2.91,3361.0,Total
Hathras,2013,0.77,2.76,3586.0,Total
Hathras,2014,0.79,3.09,3899.0,Total
Hathras,2015,0.82,1.92,2337.0,Total
Hathras,2016,0.76,2.65,3495.0,Total
Hathras,2017,0.79,3.2,4066.0,Total
Hathras,2018,0.83,3.12,3778.0,Total
Hathras,2019,0.81,3.36,4144.0,Total
Hathras,2020,0.83,3.31,,Total
Hathras,2021,0.82,3.38,4096.0,Total
Hathras,2022,0.86,3.4,3968.0,Total
Hathras,2023,0.79,3.17,4028.0,Total
Hathras,2024,0.72,2.84,3921.0,Total
Hathras,2025,0.68,2.69,3958.0,Total
Jalaun,2006,1.21,3.72,3074.0,Total
Jalaun,2007,1.16,3.28,2816.0,Total
Jalaun,2008,1.04,1.75,1686.0,Total
Jalaun,2009,1.58,4.99,3157.0,Total
Jalaun,2010,1.44,4.01,2795.0,Total
Jalaun,2011,1.35,4.32,3196.0,Total
Jalaun,2012,1.42,4.77,3360.0,Total
Jalaun,2013,1.45,4.67,3212.0,Total
Jalaun,2014,1.49,4.45,2980.0,Total
Jalaun,2015,1.55,2.06,1330.0,Total
Jalaun,2016,1.59,2.98,1880.0,Total
Jalaun,2017,1.47,5.48,3716.0,Total
Jalaun,2018,1.6,5.81,3624.0,Total
Jalaun,2019,1.44,5.34,3714.0,Total
Jalaun,2020,1.49,5.56,,Total
Jalaun,2021,1.44,5.32,3685.0,Total
Jalaun,2022,1.36,4.65,3425.0,Total
Jalaun,2023,1.63,5.84,3578.0,Total
Jalaun,2024,1.81,6.86,3792.0,Total
Jalaun,2025,1.59,6.04,3790.0,Total
Jaunpur,2006,1.75,4.17,2384.0,Total
Jaunpur,2007,1.93,5.19,2683.0,Total
Jaunpur,2008,1.97,5.21,2647.0,Total
Jaunpur,2009,1.88,5.38,2859.0,Total
Jaunpur,2010,2.01,5.48,2721.0,Total
Jaunpur,2011,2.08,5.94,2853.0,Total
Jaunpur,2012,2.06,6.55,3183.0,Total
Jaunpur,2013,2.1,6.55,3113.0,Total
Jaunpur,2014,2.11,6.03,2862.0,Total
Jaunpur,2015,2.09,4.05,1936.0,Total
Jaunpur,2016,2.19,5.83,2661.0,Total
Jaunpur,2017,2.07,6.68,3230.0,Total
Jaunpur,2018,2.08,7.35,3540.0,Total
Jaunpur,2019,2.11,7.84,3711.0,Total
Jaunpur,2020,2.11,7.58,,Total
Jaunpur,2021,2.09,7.74,3698.0,Total
Jaunpur,2022,2.18,8.73,4001.0,Total
Jaunpur,2023,2.15,8.57,3986.0,Total
Jaunpur,2024,1.93,7.86,4068.0,Total
Jaunpur,2025,2.02,7.92,3922.0,Total
Jhansi,2006,1.27,2.63,2074.0,Total
Jhansi,2007,1.13,2.35,2081.0,Total
Jhansi,2008,1.01,1.92,1896.0,Total
Jhansi,2009,1.17,3.18,2722.0,Total
Jhansi,2010,1.29,3.19,2478.0,Total
Jhansi,2011,1.42,3.84,2699.0,Total
Jhansi,2012,1.79,5.59,3129.0,Total
Jhansi,2013,1.56,4.35,2784.0,Total
Jhansi,2014,1.53,2.35,1535.0,Total
Jhansi,2015,1.55,1.84,1184.0,Total
Jhansi,2016,1.6,3.38,2116.0,Total
Jhansi,2017,1.68,5.15,3071.0,Total
Jhansi,2018,1.5,3.94,2633.0,Total
Jhansi,2019,1.83,5.96,3258.0,Total
Jhansi,2020,1.49,5.09,,Total
Jhansi,2021,1.53,4.64,3027.0,Total
Jhansi,2022,1.32,4.48,3385.0,Total
Jhansi,2023,1.39,4.79,3434.0,Total
Jhansi,2024,1.92,6.34,3307.0,Total
Jhansi,2025,1.69,5.74,3393.0,Total
Kannauj,2006,0.75,2.52,3347.0,Total
Kannauj,2007,0.74,2.59,3489.0,Total
Kannauj,2008,0.73,2.55,3483.0,Total
Kannauj,2009,0.75,2.69,3578.0,Total
Kannauj,2010,0.72,2.51,3460.0,Total
Kannauj,2011,0.74,2.63,3571.0,Total
Kannauj,2012,0.74,2.77,3738.0,Total
Kannauj,2013,0.7,2.69,3836.0,Total
Kannauj,2014,0.78,2.97,3830.0,Total
Kannauj,2015,0.77,1.08,1409.0,Total
Kannauj,2016,0.71,2.29,3250.0,Total
Kannauj,2017,0.81,3.33,4119.0,Total
Kannauj,2018,0.76,3.42,4533.0,Total
Kannauj,2019,0.78,3.59,4600.0,Total
Kannauj,2020,0.78,3.48,,Total
Kannauj,2021,0.76,3.15,4139.0,Total
Kannauj,2022,0.79,3.06,3854.0,Total
Kannauj,2023,0.65,2.61,3988.0,Total
Kannauj,2024,0.62,2.54,4130.0,Total
Kannauj,2025,0.6,2.75,4548.0,Total
Kanpur Dehat,2006,1.0,3.05,3059.0,Total
Kanpur Dehat,2007,1.12,3.86,3440.0,Total
Kanpur Dehat,2008,1.19,3.94,3306.0,Total
Kanpur Dehat,2009,1.18,4.38,3697.0,Total
Kanpur Dehat,2010,1.19,4.12,3460.0,Total
Kanpur Dehat,2011,1.11,4.36,3908.0,Total
Kanpur Dehat,2012,1.23,4.87,3961.0,Total
Kanpur Dehat,2013,1.21,4.36,3616.0,Total
Kanpur Dehat,2014,1.28,4.57,3588.0,Total
Kanpur Dehat,2015,1.22,2.04,1667.0,Total
Kanpur Dehat,2016,1.24,3.73,3012.0,Total
Kanpur Dehat,2017,1.21,5.56,4588.0,Total
Kanpur Dehat,2018,1.21,5.17,4282.0,Total
Kanpur Dehat,2019,1.21,5.35,4431.0,Total
Kanpur Dehat,2020,1.22,5.21,,Total
Kanpur Dehat,2021,1.22,4.98,4072.0,Total
Kanpur Dehat,2022,1.25,4.76,3794.0,Total
Kanpur Dehat,2023,1.25,5.04,4042.0,Total
Kanpur Dehat,2024,1.56,6.64,4265.0,Total
Kanpur Dehat,2025,1.38,6.11,4438.0,Total
Kanpur Nagar,2006,0.9,2.51,2796.0,Total
Kanpur Nagar,2007,0.9,2.7,3011.0,Total
Kanpur Nagar,2008,1.0,2.66,2668.0,Total
Kanpur Nagar,2009,1.02,2.98,2935.0,Total
Kanpur Nagar,2010,1.0,2.95,2947.0,Total
Kanpur Nagar,2011,1.02,3.53,3480.0,Total
Kanpur Nagar,2012,1.03,3.57,3464.0,Total
Kanpur Nagar,2013,1.07,3.8,3558.0,Total
Kanpur Nagar,2014,1.03,3.95,3845.0,Total
Kanpur Nagar,2015,1.03,1.55,1510.0,Total
Kanpur Nagar,2016,1.02,2.16,2124.0,Total
Kanpur Nagar,2017,1.04,4.24,4065.0,Total
Kanpur Nagar,2018,1.06,4.09,3854.0,Total
Kanpur Nagar,2019,1.04,4.32,4166.0,Total
Kanpur Nagar,2020,1.03,4.18,,Total
Kanpur Nagar,2021,1.03,4.07,3948.0,Total
Kanpur Nagar,2022,1.07,3.71,3477.0,Total
Kanpur Nagar,2023,1.04,4.07,3921.0,Total
Kanpur Nagar,2024,1.02,3.82,3731.0,Total
Kanpur Nagar,2025,1.07,4.5,4225.0,Total
Kasganj,2010,0.95,2.79,2951.0,Total
Kasganj,2011,0.94,3.19,3399.0,Total
Kasganj,2012,0.95,3.46,3636.0,Total
Kasganj,2013,0.94,3.2,3400.0,Total
Kasganj,2014,0.97,3.43,3523.0,Total
Kasganj,2015,0.99,2.29,2326.0,Total
Kasganj,2016,0.97,2.99,3084.0,Total
Kasganj,2017,0.96,3.57,3713.0,Total
Kasganj,2018,0.94,3.75,3974.0,Total
Kasganj,2019,0.97,4.15,4264.0,Total
Kasganj,2020,0.95,3.74,,Total
Kasganj,2021,0.95,3.6,3805.0,Total
Kasganj,2022,0.97,3.79,3913.0,Total
Kasganj,2023,0.98,4.07,4142.0,Total
Kasganj,2024,1.02,3.96,3891.0,Total
Kasganj,2025,0.94,3.59,3811.0,Total
Kaushambi,2006,0.66,1.37,2084.0,Total
Kaushambi,2007,0.69,1.49,2177.0,Total
Kaushambi,2008,0.64,1.32,2079.0,Total
Kaushambi,2009,0.69,1.81,2601.0,Total
Kaushambi,2010,0.71,1.68,2381.0,Total
Kaushambi,2011,0.72,1.93,2693.0,Total
Kaushambi,2012,0.73,2.1,2889.0,Total
Kaushambi,2013,0.76,2.2,2903.0,Total
Kaushambi,2014,0.66,1.62,2430.0,Total
Kaushambi,2015,0.71,1.08,1530.0,Total
Kaushambi,2016,0.74,1.62,2176.0,Total
Kaushambi,2017,0.75,2.46,3285.0,Total
Kaushambi,2018,0.73,2.31,3171.0,Total
Kaushambi,2019,0.77,2.69,3494.0,Total
Kaushambi,2020,0.74,2.31,,Total
Kaushambi,2021,0.76,2.5,3306.0,Total
Kaushambi,2022,0.78,2.61,3360.0,Total
Kaushambi,2023,0.8,2.91,3651.0,Total
Kaushambi,2024,0.81,2.77,3423.0,Total
Kaushambi,2025,0.8,3.51,4367.0,Total
Kushinagar,2006,1.12,2.15,1921.0,Total
Kushinagar,2007,1.18,3.3,2794.0,Total
Kushinagar,2008,1.08,3.32,3083.0,Total
Kushinagar,2009,1.15,3.3,2866.0,Total
Kushinagar,2010,1.16,3.03,2614.0,Total
Kushinagar,2011,1.19,3.46,2904.0,Total
Kushinagar,2012,1.14,3.43,3017.0,Total
Kushinagar,2013,1.14,3.31,2905.0,Total
Kushinagar,2014,1.16,3.52,3040.0,Total
Kushinagar,2015,1.17,1.94,1664.0,Total
Kushinagar,2016,1.17,2.74,2336.0,Total
Kushinagar,2017,1.18,3.51,2982.0,Total
Kushinagar,2018,1.18,4.12,3503.0,Total
Kushinagar,2019,1.2,3.84,3193.0,Total
Kushinagar,2020,1.19,4.42,,Total
Kushinagar,2021,1.18,4.42,3743.0,Total
Kushinagar,2022,1.21,4.57,3763.0,Total
Kushinagar,2023,1.22,4.5,3697.0,Total
Kushinagar,2024,1.08,3.91,3614.0,Total
Kushinagar,2025,1.12,4.3,3839.0,Total
Lakhimpur Kheri,2006,2.01,5.56,2760.0,Total
Lakhimpur Kheri,2007,1.91,5.75,3020.0,Total
Lakhimpur Kheri,2008,2.0,6.39,3188.0,Total
Lakhimpur Kheri,2009,1.93,6.5,3364.0,Total
Lakhimpur Kheri,2010,2.02,6.01,2967.0,Total
Lakhimpur Kheri,2011,1.91,6.52,3414.0,Total
Lakhimpur Kheri,2012,1.97,6.72,3405.0,Total
Lakhimpur Kheri,2013,1.84,6.4,3482.0,Total
Lakhimpur Kheri,2014,1.96,7.05,3607.0,Total
Lakhimpur Kheri,2015,1.86,4.98,2681.0,Total
Lakhimpur Kheri,2016,1.77,5.99,3393.0,Total
Lakhimpur Kheri,2017,1.92,7.28,3782.0,Total
Lakhimpur Kheri,2018,1.89,7.76,4112.0,Total
Lakhimpur Kheri,2019,1.98,8.42,4251.0,Total
Lakhimpur Kheri,2020,1.95,8.26,,Total
Lakhimpur Kheri,2021,1.95,8.02,4112.0,Total
Lakhimpur Kheri,2022,2.02,8.28,4094.0,Total
Lakhimpur Kheri,2023,1.94,7.98,4123.0,Total
Lakhimpur Kheri,2024,1.59,6.33,3976.0,Total
Lakhimpur Kheri,2025,1.82,7.28,3993.0,Total
Lalitpur,2006,0.93,1.52,1628.0,Total
Lalitpur,2007,0.97,1.8,1865.0,Total
Lalitpur,2008,0.62,0.98,1579.0,Total
Lalitpur,2009,1.11,2.31,2091.0,Total
Lalitpur,2010,1.17,2.79,2394.0,Total
Lalitpur,2011,1.26,2.96,2357.0,Total
Lalitpur,2012,1.63,4.24,2605.0,Total
Lalitpur,2013,1.63,4.38,2681.0,Total
Lalitpur,2014,1.79,3.73,2088.0,Total
Lalitpur,2015,1.73,3.68,2122.0,Total
Lalitpur,2016,1.42,2.46,1738.0,Total
Lalitpur,2017,1.71,5.26,3065.0,Total
Lalitpur,2018,1.53,4.24,2780.0,Total
Lalitpur,2019,1.88,6.42,3411.0,Total
Lalitpur,2020,1.71,5.48,,Total
Lalitpur,2021,1.71,5.35,3122.0,Total
Lalitpur,2022,1.71,6.21,3619.0,Total
Lalitpur,2023,1.71,6.24,3650.0,Total
Lalitpur,2024,1.87,6.66,3568.0,Total
Lalitpur,2025,1.72,5.83,3401.0,Total
Lucknow,2006,0.82,1.94,2369.0,Total
Lucknow,2007,0.84,2.24,2670.0,Total
Lucknow,2008,0.83,2.14,2580.0,Total
Lucknow,2009,0.84,2.29,2730.0,Total
Lucknow,2010,0.85,2.27,2662.0,Total
Lucknow,2011,0.84,2.36,2828.0,Total
Lucknow,2012,0.82,2.22,2704.0,Total
Lucknow,2013,0.83,2.39,2872.0,Total
Lucknow,2014,0.81,2.42,2972.0,Total
Lucknow,2015,0.79,1.45,1822.0,Total
Lucknow,2016,0.79,1.76,2243.0,Total
Lucknow,2017,0.81,2.29,2842.0,Total
Lucknow,2018,0.82,2.66,3263.0,Total
Lucknow,2019,0.79,2.85,3605.0,Total
Lucknow,2020,0.83,2.57,,Total
Lucknow,2021,0.81,2.75,3392.0,Total
Lucknow,2022,0.85,3.02,3541.0,Total
Lucknow,2023,0.81,2.83,3498.0,Total
Lucknow,2024,0.36,1.29,3581.0,Total
Lucknow,2025,0.72,2.4,3310.0,Total
Maharajganj,2006,1.43,2.03,1417.0,Total
Maharajganj,2007,1.44,4.0,2781.0,Total
Maharajganj,2008,1.5,4.44,2969.0,Total
Maharajganj,2009,1.47,4.13,2818.0,Total
Maharajganj,2010,1.47,4.33,2941.0,Total
Maharajganj,2011,1.51,4.79,3178.0,Total
Maharajganj,2012,1.49,4.91,3286.0,Total
Maharajganj,2013,1.54,5.11,3310.0,Total
Maharajganj,2014,1.49,5.0,3360.0,Total
Maharajganj,2015,1.52,3.61,2373.0,Total
Maharajganj,2016,1.53,4.59,2996.0,Total
Maharajganj,2017,1.49,5.25,3528.0,Total
Maharajganj,2018,1.45,5.16,3546.0,Total
Maharajganj,2019,1.48,6.1,4130.0,Total
Maharajganj,2020,1.49,6.01,,Total
Maharajganj,2021,1.5,5.61,3745.0,Total
Maharajganj,2022,1.55,5.51,3554.0,Total
Maharajganj,2023,1.49,5.5,3695.0,Total
Maharajganj,2024,1.38,5.16,3754.0,Total
Maharajganj,2025,1.31,4.83,3699.0,Total
Mahoba,2006,0.64,0.75,1159.0,Total
Mahoba,2007,0.69,0.91,1325.0,Total
Mahoba,2008,0.15,0.09,570.0,Total
Mahoba,2009,0.37,0.77,2082.0,Total
